id,answer_id,comment_id,body,creation_date,owner_id,owner_reputation
187,205,35520586,"",2014-04-22 12:18:48.000000 +00:00,39321,157674
188,205,32258336,"",2014-01-27 18:04:30.000000 +00:00,964743,1364
189,210,24766206,"",2013-06-14 20:04:47.000000 +00:00,1849493,219
190,219,119366297,"",2021-05-14 10:47:02.000000 +00:00,1707015,3011
191,222,127267415,"",2022-04-27 08:55:20.000000 +00:00,7061105,127
192,223,97791377,"",2019-04-05 22:29:35.000000 +00:00,846727,500
193,224,124042744,"",2021-11-30 14:10:41.000000 +00:00,6049292,743
194,224,71057591,"",2017-01-30 14:45:52.000000 +00:00,279478,266
195,225,100966069,"",2019-07-27 11:09:28.000000 +00:00,8696237,405
196,227,139786800,"",2024-12-11 14:25:04.000000 +00:00,2657515,2722
197,228,138118711,"",2024-04-17 23:10:23.000000 +00:00,9135863,548
198,228,137313782,"",2024-01-26 20:43:34.000000 +00:00,355364,1026
199,228,125413411,"",2022-02-01 15:09:28.000000 +00:00,4420271,330
200,228,89981844,"",2018-07-24 19:45:10.000000 +00:00,238419,85767
201,228,81069273,"",2017-11-01 17:51:28.000000 +00:00,5598314,203
202,228,79162556,"",2017-09-07 15:25:28.000000 +00:00,1119716,537
203,228,79138453,"",2017-09-07 05:23:47.000000 +00:00,810358,14298
204,228,79133040,"",2017-09-06 23:01:05.000000 +00:00,1119716,537
205,228,71174302,"",2017-02-02 09:47:50.000000 +00:00,1154292,826
206,228,59864231,"",2016-03-20 07:57:06.000000 +00:00,153144,2288
207,228,59864164,"",2016-03-20 07:50:13.000000 +00:00,153144,2288
208,231,127138670,"",2022-04-21 06:48:53.000000 +00:00,8769958,1368
209,238,137313805,"",2024-01-26 20:46:30.000000 +00:00,355364,1026
210,238,27595159,"",2013-09-10 18:17:57.000000 +00:00,611818,655
211,238,20943384,"",2013-02-17 21:01:46.000000 +00:00,717630,22342
212,238,20942058,"",2013-02-17 19:45:04.000000 +00:00,247869,9661
213,244,88353061,"",2018-06-03 22:54:18.000000 +00:00,117783,18726
214,244,86847602,"",2018-04-19 08:17:35.000000 +00:00,1270865,5171
215,244,60471896,"",2016-04-05 14:09:46.000000 +00:00,447040,4016
216,244,34173530,"",2014-03-17 21:56:30.000000 +00:00,229896,3905
217,244,34117329,"",2014-03-16 08:45:05.000000 +00:00,845117,1645
218,244,23338200,"",2013-04-30 14:12:43.000000 +00:00,229896,3905
219,244,20088574,"",2013-01-20 22:44:01.000000 +00:00,84118,20127
220,246,48836135,"",2015-05-21 12:01:26.000000 +00:00,1007991,13580
221,250,62993095,"",2016-06-11 09:41:25.000000 +00:00,2411594,909
222,256,80913660,"",2017-10-27 20:42:48.000000 +00:00,816566,1614
223,256,10615122,"",2011-12-19 15:38:25.000000 +00:00,1037626,2388
224,259,139788184,"",2024-12-11 18:36:56.000000 +00:00,3825421,387
225,259,137316710,"",2024-01-27 08:42:48.000000 +00:00,986800,69
226,266,130491975,"",2022-09-30 01:31:16.000000 +00:00,4982691,7709
227,276,135497456,"",2023-08-08 12:48:26.000000 +00:00,8467936,322
228,280,132416075,"",2023-01-06 21:21:24.000000 +00:00,2037608,193
229,280,131398993,"",2022-11-14 15:22:44.000000 +00:00,913093,2413
230,280,120956512,"",2021-07-19 13:27:07.000000 +00:00,40064,26690
231,280,83623332,"",2018-01-18 10:25:16.000000 +00:00,767823,1640
232,281,132960115,"",2023-02-05 12:22:04.000000 +00:00,4157541,181
233,281,112321319,"",2020-08-21 08:53:06.000000 +00:00,4982691,7709
234,281,111683664,"",2020-07-29 16:02:06.000000 +00:00,5942768,166
235,281,99553728,"",2019-06-06 16:31:14.000000 +00:00,8400475,3016
236,283,125978742,"",2022-02-25 18:49:36.000000 +00:00,1007549,107
237,286,106966948,"",2020-02-29 12:12:19.000000 +00:00,3648390,502
238,286,89800219,"",2018-07-19 04:46:51.000000 +00:00,1195507,2444
239,286,85806458,"",2018-03-21 09:37:08.000000 +00:00,634265,2530
240,286,77575420,"",2017-07-25 14:52:03.000000 +00:00,1803356,1983
241,287,125980258,"",2022-02-25 20:11:27.000000 +00:00,4730920,1231
242,287,114981598,"",2020-11-27 13:27:22.000000 +00:00,5572007,6341
243,287,101236758,"",2019-08-06 12:34:02.000000 +00:00,2590174,465
244,287,60668802,"",2016-04-10 16:43:55.000000 +00:00,1547989,4835
245,287,49593228,"",2015-06-11 03:05:03.000000 +00:00,1732123,8535
246,288,49587297,"",2015-06-10 21:24:31.000000 +00:00,1732123,8535
247,290,86651409,"",2018-04-13 13:43:12.000000 +00:00,458157,4027
248,290,36194795,"",2014-05-10 16:17:46.000000 +00:00,706724,22332
249,291,104663079,"",2019-12-07 08:29:45.000000 +00:00,,
250,293,131038408,"",2022-10-27 09:59:29.000000 +00:00,2075524,8257
251,293,123564639,"",2021-11-09 16:29:42.000000 +00:00,3358126,1557
252,294,40325866,"",2014-09-11 09:43:56.000000 +00:00,279623,10173
253,294,3314535,"",2010-07-09 16:21:09.000000 +00:00,122607,30778
254,295,128101487,"",2022-06-06 11:47:05.000000 +00:00,1219213,1545
255,295,96153809,"",2019-02-14 02:48:36.000000 +00:00,2882939,961
256,295,46449034,"",2015-03-17 21:11:38.000000 +00:00,825436,483
257,296,3314503,"",2010-07-09 16:17:32.000000 +00:00,276101,383148
258,297,46448865,"",2015-03-17 21:06:46.000000 +00:00,825436,483
259,297,36194941,"",2014-05-10 16:25:44.000000 +00:00,706724,22332
260,299,104291195,"",2019-11-24 22:31:14.000000 +00:00,10740546,13
261,301,139786179,"",2024-12-11 12:46:38.000000 +00:00,22746551,21
262,302,139786673,"",2024-12-11 14:04:13.000000 +00:00,3627515,150
263,302,117785444,"",2021-03-14 22:52:58.000000 +00:00,6548501,794
264,302,108381853,"",2020-04-17 06:19:33.000000 +00:00,642706,335831
265,302,108378251,"",2020-04-17 02:10:42.000000 +00:00,1746118,31550
266,303,138982028,"",2024-08-03 17:33:53.000000 +00:00,297776,28367
267,303,123814350,"",2021-11-19 21:56:11.000000 +00:00,3553087,95127
268,303,123811862,"",2021-11-19 19:30:33.000000 +00:00,131160,3587
269,303,108406656,"",2020-04-17 19:23:32.000000 +00:00,3553087,95127
270,304,138301383,"",2024-05-08 09:49:05.000000 +00:00,507738,22908
271,304,108378290,"",2020-04-17 02:13:52.000000 +00:00,1746118,31550
272,304,108378050,"",2020-04-17 01:51:32.000000 +00:00,5221149,158757
273,304,108377932,"",2020-04-17 01:40:46.000000 +00:00,1746118,31550
274,304,108377797,"",2020-04-17 01:31:50.000000 +00:00,5221149,158757
275,304,108377423,"",2020-04-17 01:00:15.000000 +00:00,1746118,31550
276,307,105894174,"",2020-01-23 16:02:58.000000 +00:00,1524027,2748
277,307,105875147,"",2020-01-23 05:49:29.000000 +00:00,9881640,491
278,307,105874026,"",2020-01-23 04:30:38.000000 +00:00,9881640,491
279,307,105873680,"",2020-01-23 04:03:42.000000 +00:00,9881640,491
280,307,105860210,"",2020-01-22 16:42:20.000000 +00:00,1914293,820
281,307,105859807,"",2020-01-22 16:30:16.000000 +00:00,1524027,2748
282,308,33638918,"",2014-03-04 07:10:53.000000 +00:00,2219371,4286
283,309,110418464,"",2020-06-17 16:34:42.000000 +00:00,1762224,48380
284,309,76811860,"",2017-07-05 05:55:02.000000 +00:00,4107038,2592
285,312,125608506,"",2022-02-09 19:14:08.000000 +00:00,4077150,4642
286,312,125607734,"",2022-02-09 18:39:48.000000 +00:00,4077150,4642
287,313,71122334,"",2017-02-01 04:44:50.000000 +00:00,,
288,322,135321483,"",2023-07-24 20:09:48.000000 +00:00,-1,1
289,323,134435219,"",2023-05-12 04:59:32.000000 +00:00,3606872,1420
290,328,133352477,"",2023-02-27 20:28:36.000000 +00:00,1330142,103
291,328,132844521,"",2023-01-30 12:03:46.000000 +00:00,4432563,71
292,328,132777995,"",2023-01-26 10:54:04.000000 +00:00,5010048,123
293,328,132776184,"",2023-01-26 09:19:07.000000 +00:00,5010048,123
294,328,132753185,"",2023-01-25 07:24:41.000000 +00:00,20984017,71
295,331,138669645,"",2024-06-21 14:58:22.000000 +00:00,525036,20440
296,331,136631474,"",2023-11-17 13:05:12.000000 +00:00,1474729,1187
297,331,120371763,"",2021-06-23 18:28:22.000000 +00:00,264028,6464
298,332,110648882,"",2020-06-25 05:33:10.000000 +00:00,3535783,1280
299,332,103907692,"",2019-11-12 08:38:22.000000 +00:00,11597192,898
300,332,103814572,"",2019-11-08 09:57:58.000000 +00:00,128812,22504
301,332,103814266,"",2019-11-08 09:47:15.000000 +00:00,11597192,898
302,334,139788020,"",2024-12-11 18:05:47.000000 +00:00,4832118,92
303,339,138189764,"",2024-04-25 13:12:02.000000 +00:00,2667766,79
304,343,132278973,"",2022-12-30 06:40:48.000000 +00:00,13678514,1282
305,345,132308659,"",2023-01-01 14:42:22.000000 +00:00,13678514,1282
306,345,123773242,"",2021-11-18 10:39:33.000000 +00:00,3922207,15145
307,345,118747664,"",2021-04-20 14:07:28.000000 +00:00,6431997,453
308,345,117115974,"",2021-02-17 14:33:06.000000 +00:00,11871226,57
309,345,102622787,"",2019-09-26 12:32:06.000000 +00:00,5140756,4225
310,345,102513054,"",2019-09-23 07:56:44.000000 +00:00,1400648,593
311,345,70861883,"",2017-01-24 20:24:34.000000 +00:00,7220869,2272
312,345,57443992,"",2016-01-18 10:13:13.000000 +00:00,3176408,3756
313,345,43505115,"",2014-12-18 02:56:35.000000 +00:00,1406510,3091
314,345,36560830,"",2014-05-21 05:28:37.000000 +00:00,253575,6722
315,345,31503558,"",2014-01-07 11:24:30.000000 +00:00,1124853,495
316,345,29986343,"",2013-11-21 13:41:18.000000 +00:00,1902288,2834
317,345,25137183,"",2013-06-26 19:31:07.000000 +00:00,431080,4248
318,346,139535647,"",2024-10-28 10:24:22.000000 +00:00,1252186,7739
319,346,139295054,"",2024-09-19 06:32:38.000000 +00:00,7743639,71
320,346,137090428,"",2024-01-04 21:35:07.000000 +00:00,2807723,503
321,346,131724324,"",2022-11-30 10:22:04.000000 +00:00,2472398,3019
322,346,131566768,"",2022-11-22 12:12:30.000000 +00:00,3749432,602
323,346,131261038,"",2022-11-07 19:01:26.000000 +00:00,7854570,129
324,346,129041951,"",2022-07-21 08:57:15.000000 +00:00,5729579,4357
325,346,123973085,"",2021-11-27 03:25:12.000000 +00:00,5563585,159
326,346,120478741,"",2021-06-28 17:36:20.000000 +00:00,15407955,483
327,346,118275531,"",2021-04-01 20:05:02.000000 +00:00,5362244,3674
328,346,114512374,"",2020-11-10 09:32:37.000000 +00:00,1252186,7739
329,346,114506895,"",2020-11-10 04:34:45.000000 +00:00,714831,8116
330,346,111685454,"",2020-07-29 17:04:13.000000 +00:00,3067928,5782
331,346,92593874,"",2018-10-16 15:25:21.000000 +00:00,2654864,323
332,346,89722477,"",2018-07-17 07:25:38.000000 +00:00,2794007,427
333,346,89382049,"",2018-07-05 21:34:22.000000 +00:00,1693060,473
334,346,87322557,"",2018-05-03 10:13:47.000000 +00:00,4090002,929
335,346,85399519,"",2018-03-09 15:44:44.000000 +00:00,1252186,7739
336,346,85399397,"",2018-03-09 15:41:33.000000 +00:00,1214237,1029
337,346,70863072,"",2017-01-24 21:01:32.000000 +00:00,1252186,7739
338,346,70861636,"",2017-01-24 20:15:52.000000 +00:00,7220869,2272
339,346,51922867,"",2015-08-14 12:41:14.000000 +00:00,1803879,4898
340,346,49018810,"",2015-05-26 21:20:15.000000 +00:00,1252186,7739
341,346,28970802,"",2013-10-22 20:12:25.000000 +00:00,1260472,225
342,346,23563053,"",2013-05-07 23:39:03.000000 +00:00,1438809,4031
343,346,23562740,"",2013-05-07 23:19:23.000000 +00:00,1438809,4031
344,346,12207265,"",2012-03-08 15:25:10.000000 +00:00,1252186,7739
345,346,12206980,"",2012-03-08 15:14:27.000000 +00:00,802050,34314
346,352,139319092,"",2024-09-23 11:18:45.000000 +00:00,352035,1512
347,352,139062476,"",2024-08-15 08:07:35.000000 +00:00,1573670,1181
348,352,136678325,"",2023-11-22 08:26:00.000000 +00:00,1157173,3703
349,352,106534459,"",2020-02-14 15:56:31.000000 +00:00,1480811,56
350,352,100931797,"",2019-07-26 04:36:23.000000 +00:00,3734640,5699
351,352,89099081,"",2018-06-27 03:29:12.000000 +00:00,207421,310511
352,353,106383441,"",2020-02-10 10:49:31.000000 +00:00,4756299,1
353,353,103218894,"",2019-10-17 19:35:49.000000 +00:00,8347081,2524
354,365,102031468,"",2019-09-05 06:27:14.000000 +00:00,9127397,1324
355,365,102031264,"",2019-09-05 06:17:07.000000 +00:00,2541560,73468
356,367,132057968,"",2022-12-16 17:33:53.000000 +00:00,-1,1
357,376,137464903,"",2024-02-10 20:13:24.000000 +00:00,9458132,756
358,377,138408463,"",2024-05-21 04:22:41.000000 +00:00,2367774,118
359,377,138212336,"",2024-04-28 07:32:53.000000 +00:00,430480,1404
360,377,138209157,"",2024-04-27 16:35:39.000000 +00:00,9400045,445
361,377,138209142,"",2024-04-27 16:31:57.000000 +00:00,9400045,445
362,377,65336022,"",2016-08-17 08:51:04.000000 +00:00,1095213,5784
363,377,25610528,"",2013-07-11 15:35:50.000000 +00:00,430480,1404
364,377,25609532,"",2013-07-11 15:08:30.000000 +00:00,430480,1404
365,377,25607413,"",2013-07-11 14:16:52.000000 +00:00,285553,5538
366,377,25607334,"",2013-07-11 14:14:37.000000 +00:00,285553,5538
367,379,139789855,"",2024-12-12 01:45:03.000000 +00:00,3025856,7537
368,381,88727406,"",2018-06-14 16:57:37.000000 +00:00,9937634,33
369,386,138398495,"",2024-05-19 19:37:24.000000 +00:00,7016052,2265
370,388,28348560,"",2013-10-03 15:51:09.000000 +00:00,2843366,135
371,391,139786481,"",2024-12-11 13:34:10.000000 +00:00,1729265,95503
372,391,139785580,"",2024-12-11 10:52:46.000000 +00:00,18847680,1
