id,thread_id,answer_id,body,score,creation_date,owner_id,owner_reputation,is_accepted
19,19,79265398,"<p>You could use the following regex pattern:</p>
<pre><code>^(?:(?:IF|THEN|ELSE|ENDIF)|.*(?:=|!=|&lt;|&gt;).*)$
</code></pre>
<p>Note that the Java <code>String#matches()</code> method implicitly applies the regex pattern to the entire input string, so we don't need the <code>^</code> and <code>$</code> here:</p>
<pre class=""lang-java prettyprint-override""><code>if (rawToken.matches(&quot;(?:(?:IF|THEN|ELSE|ENDIF)|.*(?:=|!=|&lt;|&gt;).*)&quot;)) {
    // do something
}
</code></pre>
",3,2024-12-09 14:47:42.000000 +00:00,1863229,519752,1
20,20,79274665,"<h1>Use option(&quot;multiline&quot;, &quot;true&quot;)</h1>
<p>In the OPs sample, csv is being loaded as json, but If a new json file is loaded which is a multiline file, will cause null values even if the headers are correct.</p>
<pre><code>json_schema = StructType([...])
spark.read.schema(json_schema).option(&quot;multiline&quot;,&quot;true&quot;).json(json_file_path);
</code></pre>
<p>This will help others coming to this question, trying to directly load a json file.</p>
<p>Also ensure, the json is a json array.</p>
",0,2024-12-12 10:10:17.000000 +00:00,1097600,10190,0
21,20,79076843,"<p>I encountered a similar issue recently when reading json file with a shcema. After investigation, I discovered that the root cause was a mismatch between the expected and actual schema. To resolve this, I recommend the following approach:</p>
<ol>
<li>Print out the expected schema for reference.</li>
<li>Load the JSON file into Spark, allowing it to infer the schema automatically.</li>
<li>Compare the inferred schema with the expected one to identify any discrepancies.</li>
</ol>
",0,2024-10-11 04:52:45.000000 +00:00,3326013,1,0
22,20,76027059,"<p>Not sure if this helps, but while reading a JSON file in spark, make sure that the columns name in your schema and JSON file exactly matches. It will show Null values otherwise.</p>
",0,2023-04-16 09:58:34.000000 +00:00,21655619,1,0
23,20,67887530,"<p>I think this is happening due to a data type mismatch in JSON and defined schema.
as an example, in JSON attribute has &quot;age&quot; with integer but schema has defined &quot;age&quot; with String type. Due to that mismatch, all data get null.</p>
",0,2021-06-08 13:03:14.000000 +00:00,2618587,139,0
24,20,59013189,"<p>Figured out the problem: </p>

<p>If there is data in the inputted file that cannot have a schema applied to it, it will return Null for ALL the data in your table. For example: ""1n"" is impossible to convert to integer. If a DataTypes.IntegerType is applied to the column that contains ""1n"", then the whole table with have null values. </p>
",11,2019-11-23 23:19:58.000000 +00:00,12203675,181,0
25,21,75816878,"<p>It turns out that I was missing the following statement:</p>
<pre><code>conn.setRequestProperty(&quot;Accept&quot;, &quot;application/json&quot;);
</code></pre>
<p>After that everything works fine.</p>
<p>Best regards!</p>
",0,2023-03-22 20:11:22.000000 +00:00,15479240,1,0
40,27,12574926,"<p>Either:</p>

<ol>
<li>The database isn't running</li>
<li>You got the URL wrong</li>
<li>There is a firewall in the way.</li>
</ol>

<p>(This strange error message is produced by Oracle's JDBC driver when it can't connect to the database server. 'Network adapter' appears to refer to some component of their code, which isn't very useful. Real network adapters (NICs) don't establish connections at all: TCP protocol stacks do that. It would have been a lot more useful if they had just let the original <code>ConnectException</code> be thrown, or at least used its error message and let it appear in the stack trace.)</p>
",53,2012-09-25 01:03:18.000000 +00:00,207421,310511,0
26,22,59815782,"<p>If a website allows logon using basic authentication, you can add the 'Authorization' header to your URL request.</p>

<p>The following answer already outlines how to add such a header to your request in Java: <a href=""https://stackoverflow.com/a/5137446"">https://stackoverflow.com/a/5137446</a></p>

<p>How ever, social media sites don't support this kind of authentication, and logging in with a person's credentials using a program might even be against terms of service. </p>

<p>If you'd like to receive information about a user in your program, you must request an API from the social media site. This might be a java library used for retrieving information from their site, or a schema that documents how to retrieve information, usually by using a REST API they provide on their web server.</p>

<p>This sort of code won't require the user's login credentials, and will most likely work using a standard called OAUTH2 where your program is authenticated to retrieve information by receiving a login key from the user, by means of them ""connecting"" their account to your service.</p>

<p>Take a look at the Twitter developer's page: <a href=""https://developer.twitter.com/en/docs/basics/getting-started"" rel=""nofollow noreferrer"">https://developer.twitter.com/en/docs/basics/getting-started</a> </p>
",1,2020-01-20 00:50:02.000000 +00:00,4425643,2178,0
27,22,59816003,"<p>What you are trying is called screen-scraping technique which is inherently error prone since structure of web pages change often.</p>

<p>It is possible to navigate to URLs that require login and you would need to mimic exactly what browser does in that case i.e. following all redirects, storing hidden variables, setting and re-sending cookies, sending user name, password at right times.</p>

<p>You can take a look at Network Panel in your browser.</p>

<p>I am assuming you are using your own twitter user name and password to login.</p>
",0,2020-01-20 01:35:51.000000 +00:00,734744,1412,0
28,25,79274618,"<p>Add Lombok plugin to IDE. It works for me.</p>
",0,2024-12-12 09:59:34.000000 +00:00,12732187,696,0
29,27,79274583,"<p>Go to Services and start all these <a href=""https://i.sstatic.net/H3LoHsdO.jpg"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/H3LoHsdO.jpg"" alt=""enter image description here"" /></a></p>
",0,2024-12-12 09:50:24.000000 +00:00,4211947,2696,0
30,27,13459369,"<p>Another thing you might want to check that the listener.ora file matches the way you are trying to connect to the DB. If you were connecting via a localhost reference and your listener.ora file got changed from:</p>
<pre><code>HOST = localhost
</code></pre>
<p>to</p>
<pre><code>HOST = 192.168.XX.XX
</code></pre>
<p>you can also check on tnsnames.ora, check if the host is changed from localhost to 192.168.XX.XXX
or in simple ways just use your computer name rather than localhost</p>
<p>then this can cause the error that you had unless you update your hosts file to accommodate for this. Someone might have made this change to allow for remote connections to the DB from other machines.</p>
",3,2012-11-19 17:52:45.000000 +00:00,1827044,176,0
31,27,78669792,"<p>In my case this happened in SOA (Oracle Weblogic) because the database tablespace was at its limit and in addition the machine's network adapter in OCI was intermittent, it was only resolved after restoring the machine's boot backup from a week ago and extend the tablespace.</p>
<pre><code>Stack simplified
####&lt;Jun 25, 2024 3:20:58 PM BRT&gt; &lt;Warning&gt; &lt;JDBC&gt; &lt;Unknown&gt; &lt;pip02&gt; &lt;[ACTIVE] ExecuteThread: '0' for queue: 'weblogic.kernel.Default (self-tuning)'&gt; &lt;&lt;anonymous&gt;&gt; &lt;&gt; &lt;0000P1GcDzu1f_OLqix0iY1aUkdg000002&gt; &lt;1719339658829&gt; &lt;BEA-001129&gt; &lt;Received exception while creating connection for pool &quot;mds-soa&quot;: IO Error: The Network Adapter could not establish the connection&gt; 
java.sql.SQLRecoverableException: IO Error: The Network Adapter could not establish the connection
Caused By: oracle.net.ns.NetException: The Network Adapter could not establish the connection
Caused By: java.net.ConnectException: Connection timed out (Connection timed out)
</code></pre>
",0,2024-06-25 22:59:38.000000 +00:00,2320751,25,0
32,27,76814597,"<p>I resolved my issue by simply starting the TNS listener service. It was stopped for some reason. <a href=""https://i.sstatic.net/4lOUA.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/4lOUA.png"" alt=""enter image description here"" /></a></p>
",6,2023-08-01 19:17:25.000000 +00:00,5771669,3593,0
33,27,72758194,"<p>IO Error: The Network Adapter could not establish the connection (CONNECTION_ID=iKQM6lBbSLiArrYuDqud8A==)</p>
<p>if you are facing this issue
1- make sure you have downloaded oracle databases like oracle 11g,19c, 21c, or any latest databases.
2- search for services in your computer or type win+r then services.mis then search for oracleservice you will find orcl or xe or any other sid like oracleserviceorcl;</p>
<p>after that you can test your connection using sql developer, sql plus or cmd</p>
",1,2022-06-26 00:37:06.000000 +00:00,19417275,11,0
34,27,60665282,"<p>Just try to re-create connection. In my situation one of jdbc connection stopped working for no reason. From console sqlplus was working ok. 
It took me 2 hours to realize that If i create the same connection - it works.</p>
",-2,2020-03-13 05:29:49.000000 +00:00,12838648,1,0
35,27,56452226,"<p>I was having issues with this as well. I was using the jdbc connection string to connect to the database. The hostname was incorrectly configured in the string. I am using Mac, and the same string was being used on Windows machines without an issue. On my connection string, I had to make sure that I had the full url with the appending ""organizationname.com"" to the end of the hostname.</p>

<p>Hope this helps.</p>
",-1,2019-06-04 22:42:31.000000 +00:00,10141490,9,0
36,27,54525390,"<p>I had this error when i renamed the pc in the windows-properties. The pc-name must be updated in the <code>listener.ora</code>-file</p>
",1,2019-02-04 22:39:56.000000 +00:00,3905529,1980,0
37,27,52027105,"<p>Most probably you have listener configured wrongly, the hostname you specify in connection string must be the same as in the listener.</p>

<p>First check the Firewall and network related issues.</p>

<p>Check if Oracle Listener service is available and running. If not you may use Oracle Net Configuration Assistant tool to add and register new listener.</p>

<p>If the above steps are ok then you need to configure Oracle Listener appropriately. You may use Oracle Net Manager tool or edit “%ORACLE_HOME%\network\admin\listener.ora” file manually. </p>

<p>There are 2 options that need to be considered carefully:
Listening Locations associated with the Listener – Hostname(IP) and Port in Listening Location must exactly match the ones used in the connection string. </p>

<p>For example, if you use 192.168.74.139 as target hostname, then there must be Listening Location registered with the same IP address. </p>

<p>Also make sure the you use the same SID as indicated in Database Service associated with the Listener.</p>

<p><a href=""https://adhoctuts.com/fix-oracle-io-error-the-network-adapter-could-not-establish-the-connection-error/"" rel=""nofollow noreferrer"">https://adhoctuts.com/fix-oracle-io-error-the-network-adapter-could-not-establish-the-connection-error/</a></p>
",0,2018-08-26 14:17:52.000000 +00:00,628176,323,0
38,27,43352075,"<p>I figured out that in my case, my database was in different subnet than the subnet from where i was trying to access the db.</p>
",1,2017-04-11 17:00:12.000000 +00:00,7815407,23,0
39,27,42502700,"<p>For me the basic oracle only was not installed. Please ensure you have oracle installed and then try checking host and port.</p>
",-1,2017-02-28 07:31:19.000000 +00:00,7633977,9,0
1266,706,79264768,"<p>Before understanding this, prerequisites are:
Basic knowledge of
functions, Java Object Oriented programming;</p>
<p>HI, as you are absolute beginner and do not have prerequisites mentioned above, then please try very simple programs, which do not include GUIs.....</p>
<p>IF You have then lets begin,,,,,,</p>
<p>First of all we will talk about approach..</p>
<p>In GUI based application
the actions are carried out on user's inputs
like a button press, so you have to validate every input on every user press</p>
<p>Yes, you got it right, the main thing is done within the action listener....
But it doesn't mean that you will right all the code within action listener
.. Just break down your code into specific functions
.. call these functions from action listener</p>
<p>Here, I refactored your code a little bit, hence it is not perfectly modular and clean.
but it have the functionality you want, Don't forget to read explanation given below the code .......</p>
<pre><code>package exceptions;

import javax.swing.*;
import java.awt.BorderLayout;
import java.awt.Dimension;

public class NumberGame {


    private static int round = 1;

    public static void main(String[] args) {

        JFrame window = new JFrame(&quot;Number Game&quot;);
        window.setLayout(new BorderLayout());

        // creating panels
        JPanel topPanel = new JPanel();
        JPanel bottomPanel = new JPanel();
        JPanel centerPanel = new JPanel();


        // adding a top label to top panel
        JLabel topLabel = new JLabel(&quot;Pick numbers from 1 to 77.&quot;);
        topPanel.add(topLabel, BorderLayout.NORTH);


        // field
        JTextField field = new JTextField(10);
        field.setPreferredSize(new Dimension(80,20));
        topPanel.add(field, BorderLayout.CENTER);

        // button to accept user inputs
        JButton button = new JButton(&quot;Guess&quot;);

        button.setPreferredSize(new Dimension(100,40));
        centerPanel.add(button, BorderLayout.NORTH);

        JLabel bottomLabel = new JLabel(&quot;Enter your guess&quot;);
        bottomPanel.setLayout(new BorderLayout());
        bottomPanel.add(bottomLabel, BorderLayout.CENTER);
</code></pre>
<p>-----------------------divider-------------------------------</p>
<pre><code>        button.addActionListener( e -&gt; {
            NumberGame.playGame(field, bottomLabel);
            NumberGame.increaseRound();
        });
</code></pre>
<p>-----------------------divider-------------------------------</p>
<pre><code>        window.add(topPanel, BorderLayout.NORTH);
        window.add(bottomPanel, BorderLayout.SOUTH);
        window.add(centerPanel, BorderLayout.CENTER);
        window.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
        window.setSize(300,200);
        window.setVisible(true);
    }
</code></pre>
<p>-----------------------divider-------------------------------</p>
<pre><code>    private static void increaseRound() {
        round++;
    }
</code></pre>
<p>-----------------------divider-------------------------------</p>
<pre><code>    private static void playGame(JTextField field, JLabel bottomLabel) {
        if (round &lt;= 5){
            int randomNumber = getRandomNumber();
            int guess = Integer.parseInt(field.getText());

            if (guess &lt; randomNumber){
                bottomLabel.setText(&quot;Guess is too low. Try Again&quot;);
                return;
            } else if (guess &gt; randomNumber){
                bottomLabel.setText(&quot;Guess is too high. Try Again&quot;);
                return;
            }
        }

        if (round &gt; 5){
            bottomLabel.setText(&quot;You lost this game&quot;);
        } else {
            bottomLabel.setText(&quot;You Won this game!!&quot;);
        }
    }
</code></pre>
<p>-----------------------divider-------------------------------</p>
<pre><code>    private static int getRandomNumber(){
        return (int)(77*Math.random())+1;
    }
}
</code></pre>
<p>Here this functionality shouldn't and couldn't be implemented by while loop..</p>
<p>we call the function playGame every time button is pressed and check for all conditions.</p>
<p>Let us understand each function:
increaseRound and getRandomNumber need no explaination..</p>
<p>function playGame :</p>
<p>it checks whether the round are over or not (is greater than 5)</p>
<p>if round are left (less than or equal to 5) :</p>
<p>generate random number and get the guessed number</p>
<p>if guess doesn't match then display the message and return</p>
<p>// compiler will only reach here when it bypasses the previous if statement
logic to display win or lost message</p>
",0,2024-12-09 11:18:12.000000 +00:00,22504838,1,0
42,27,17274693,"<p>To resolve the Network Adapter Error I had to remove the <code>-</code> in the name of the computer name. </p>
",-1,2013-06-24 11:45:35.000000 +00:00,2516111,1,0
43,27,13245324,"<p>I had the same problem, and this is how I fixed it. 
I was using the wrong port for my connection.</p>

<pre><code>private final String DB_URL  = ""jdbc:oracle:thin:@localhost:1521:orcll""; // 1521 my wrong port
</code></pre>

<ul>
<li>go to your localhost</li>
<li><p>(my localhost address) :  <code>https://localhost:1158/em</code>  </p></li>
<li><p>login  </p>

<ul>
<li>user name </li>
<li>password</li>
<li>connect as --> normal</li>
</ul></li>
<li><p>Below 'General' click on  LISTENER_localhost</p></li>
<li>look at you port number
<ul>
<li>Net Address (ADDRESS=(PROTOCOL=TCP)(HOST=localhost)(PORT=1522))
Connect to port  1522</li>
</ul></li>
<li><p>Edit you connection
change port 1521 to 1522.</p>

<ul>
<li>done</li>
</ul></li>
</ul>
",10,2012-11-06 06:05:59.000000 +00:00,1802144,101,0
44,28,37764512,"<p>Try to uncheck ""Compile on save"" setting in the project properties (Build -> Compiling)</p>
",6,2016-06-11 13:51:03.000000 +00:00,5016540,1642,1
45,30,79267587,"<p>First we talk here about elements with the <em>same</em> type, inside the <em>same</em> parent element and on the <em>same</em> level. Whether the sequence of these elements in an XML file is relevant depends on file's context.</p>
<p>If we look for example at the XML file for a DocBook document, changing the sequence of the <code>&lt;para&gt;</code> elements will definitely change the sense of the text and then the two versions are no longer equal.</p>
<p>On the other hand, for several configuration files in XML format, the sequence of the elements is not relevant at all.</p>
<p>But the sequence of the attributes for an element is irrelevant in all contexts I know about; it does not make a difference whether you sort them alphatically or by length or not at all, the interpretation is always the same:</p>
<pre class=""lang-xml prettyprint-override""><code>&lt;elem attr1=&quot;ab&quot; attr2=&quot;ba&quot; /&gt;
</code></pre>
<p>equals</p>
<pre class=""lang-xml prettyprint-override""><code>&lt;elem attr2=&quot;ba&quot; attr1=&quot;ab&quot; /&gt;
</code></pre>
<p>This means that there won't be any <em>general</em> solution that would be able to determine whether two XML files are semantically equal; if there is currently none for your special type of XML file, you have to create your own.</p>
<hr />
<p>Edit based on the <a href=""https://stackoverflow.com/questions/79267276/check-xml-files-for-equality-ignoring-element-order/79267587#comment139785065_79267587"">comment</a> by the thread opener:</p>
<blockquote>
<p>Yes, I understand. The order of some elements may be relevant and the order of the others - not. But assuming the order of all the elements isn't relevant, then it must be a general solution.</p>
</blockquote>
<p>If the order of the elements does not have any semantically meaning, it would be possible to bring them to a defined order within their immediate parent element – recursively, beginning with the child elements without any further children. Also the attributes must be brought into a defined order and all redundant whitespace needs to be stripped.</p>
<p>Then you can use the string representation of the elements to sort them within their parent.</p>
<p>If you have done that for all levels up to the top, you can compare the string representation of the two XML documents for equality.</p>
<p>But as very few XML formats allow to re-arrange all the elements without changing the meaning <strong>and</strong> even less use cases require the comparison of XML on the document level, I doubt that there is any implementation of this in a library so that it could be used instantly.</p>
",1,2024-12-10 09:00:22.000000 +00:00,1554195,3957,0
